2019-11-21 09:05:11 INFO     Solution Maker: Starting...
2019-11-21 09:07:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:48 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:48 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:53 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:53 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:58 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:07:58 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:03 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:03 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:08:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:03 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:03 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:34 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:34 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:39 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:09:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:03 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:03 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:48 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:48 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:53 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:53 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:10:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:19 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:19 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:24 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:24 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:48 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:48 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:53 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:53 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:58 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:11:58 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:03 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:03 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:29 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:29 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:34 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:34 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:39 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:12:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:48 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:48 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:53 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:53 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:58 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:13:58 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:19 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:19 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:24 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:24 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:29 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:29 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:34 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:34 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:39 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:14:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:03 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:03 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:08 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:08 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:13 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:13 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:15:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:19 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:19 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:24 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:24 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:29 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:29 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:34 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:34 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:39 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:16:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:18 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:18 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:23 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:23 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:28 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:28 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:33 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:33 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:38 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:38 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:43 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:43 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:48 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:48 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:53 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:53 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:17:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:19 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:19 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:24 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:24 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:29 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:29 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:34 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:34 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:39 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:39 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:44 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:44 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:49 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:49 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:54 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:54 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:59 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:18:59 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:04 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:04 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:09 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:09 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:14 INFO     PH EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:14 INFO     EC EZO sensor: Temperature parameter has to be positive
2019-11-21 09:19:19 INFO     PH EZO sensor: Temperature parameter has to be positive
